"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2011","Estonia","Government sector","Million euro","31.097",""
"2011","Estonia","Government sector","Euro per inhabitant","23.4",""
"2011","Estonia","Government sector","Million units of national currency","31.097",""
"2011","Estonia","Government sector","Million purchasing power standards (PPS)","45.86",""
"2011","Estonia","Government sector","Million purchasing power standards (PPS) at 2005 prices","37.415",""
"2011","Estonia","Higher education sector","Million euro","107.007",""
"2011","Estonia","Higher education sector","Euro per inhabitant","80.5",""
"2011","Estonia","Higher education sector","Million units of national currency","107.007",""
"2011","Estonia","Higher education sector","Million purchasing power standards (PPS)","157.804",""
"2011","Estonia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","128.746",""
"2011","Estonia","Private non-profit sector","Million euro","3.498",""
"2011","Estonia","Private non-profit sector","Euro per inhabitant","2.6",""
"2011","Estonia","Private non-profit sector","Million units of national currency","3.498",""
"2011","Estonia","Private non-profit sector","Million purchasing power standards (PPS)","5.158",""
"2011","Estonia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","4.208",""
"2011","Ireland","All sectors","Million euro","2,665.9","e"
"2011","Ireland","All sectors","Euro per inhabitant","583.2","e"
"2011","Ireland","All sectors","Million units of national currency","2,665.9","e"
"2011","Ireland","All sectors","Million purchasing power standards (PPS)","2,418.708","e"
"2011","Ireland","All sectors","Million purchasing power standards (PPS) at 2005 prices","2,287.193","e"
"2011","Ireland","Business enterprise sector","Million euro","1,859.6",""
"2011","Ireland","Business enterprise sector","Euro per inhabitant","406.8",""
"2011","Ireland","Business enterprise sector","Million units of national currency","1,859.6",""
"2011","Ireland","Business enterprise sector","Million purchasing power standards (PPS)","1,687.171",""
"2011","Ireland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1,595.432",""
"2011","Ireland","Government sector","Million euro","131.9",""
"2011","Ireland","Government sector","Euro per inhabitant","28.9",""
"2011","Ireland","Government sector","Million units of national currency","131.9",""
"2011","Ireland","Government sector","Million purchasing power standards (PPS)","119.67",""
"2011","Ireland","Government sector","Million purchasing power standards (PPS) at 2005 prices","113.163",""
"2011","Ireland","Higher education sector","Million euro","674.4","e"
"2011","Ireland","Higher education sector","Euro per inhabitant","147.5","e"
"2011","Ireland","Higher education sector","Million units of national currency","674.4","e"
"2011","Ireland","Higher education sector","Million purchasing power standards (PPS)","611.867","e"
"2011","Ireland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","578.597","e"
"2011","Ireland","Private non-profit sector","Million euro",":",""
"2011","Ireland","Private non-profit sector","Euro per inhabitant",":",""
"2011","Ireland","Private non-profit sector","Million units of national currency",":",""
"2011","Ireland","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2011","Ireland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Greece","All sectors","Million euro","1,391.156",""
"2011","Greece","All sectors","Euro per inhabitant","125.1",""
"2011","Greece","All sectors","Million units of national currency","1,391.156",""
"2011","Greece","All sectors","Million purchasing power standards (PPS)","1,471.656",""
"2011","Greece","All sectors","Million purchasing power standards (PPS) at 2005 prices","1,434.713",""
"2011","Greece","Business enterprise sector","Million euro","485.863",""
"2011","Greece","Business enterprise sector","Euro per inhabitant","43.7",""
"2011","Greece","Business enterprise sector","Million units of national currency","485.863",""
"2011","Greece","Business enterprise sector","Million purchasing power standards (PPS)","513.977",""
"2011","Greece","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","501.075",""
"2011","Greece","Government sector","Million euro","331.727",""
"2011","Greece","Government sector","Euro per inhabitant","29.8",""
"2011","Greece","Government sector","Million units of national currency","331.727",""
"2011","Greece","Government sector","Million purchasing power standards (PPS)","350.922",""
"2011","Greece","Government sector","Million purchasing power standards (PPS) at 2005 prices","342.113",""
"2011","Greece","Higher education sector","Million euro","559.528",""
"2011","Greece","Higher education sector","Euro per inhabitant","50.3",""
"2011","Greece","Higher education sector","Million units of national currency","559.528",""
"2011","Greece","Higher education sector","Million purchasing power standards (PPS)","591.905",""
"2011","Greece","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","577.046",""
"2011","Greece","Private non-profit sector","Million euro","14.039",""
"2011","Greece","Private non-profit sector","Euro per inhabitant","1.3",""
"2011","Greece","Private non-profit sector","Million units of national currency","14.039",""
"2011","Greece","Private non-profit sector","Million purchasing power standards (PPS)","14.852",""
"2011","Greece","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","14.479",""
"2011","Spain","All sectors","Million euro","14,184.295",""
"2011","Spain","All sectors","Euro per inhabitant","303.9",""
"2011","Spain","All sectors","Million units of national currency","14,184.295",""
"2011","Spain","All sectors","Million purchasing power standards (PPS)","14,984.465",""
"2011","Spain","All sectors","Million purchasing power standards (PPS) at 2005 prices","14,209.974",""
"2011","Spain","Business enterprise sector","Million euro","7,396.369",""
"2011","Spain","Business enterprise sector","Euro per inhabitant","158.5",""
"2011","Spain","Business enterprise sector","Million units of national currency","7,396.369",""
"2011","Spain","Business enterprise sector","Million purchasing power standards (PPS)","7,813.616",""
"2011","Spain","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","7,409.76",""
"2011","Spain","Government sector","Million euro","2,762.385",""
"2011","Spain","Government sector","Euro per inhabitant","59.2",""
"2011","Spain","Government sector","Million units of national currency","2,762.385",""
"2011","Spain","Government sector","Million purchasing power standards (PPS)","2,918.218",""
"2011","Spain","Government sector","Million purchasing power standards (PPS) at 2005 prices","2,767.386",""
"2011","Spain","Higher education sector","Million euro","4,002.024",""
"2011","Spain","Higher education sector","Euro per inhabitant","85.8",""
"2011","Spain","Higher education sector","Million units of national currency","4,002.024",""
"2011","Spain","Higher education sector","Million purchasing power standards (PPS)","4,227.787",""
"2011","Spain","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","4,009.269",""
"2011","Spain","Private non-profit sector","Million euro","23.517",""
"2011","Spain","Private non-profit sector","Euro per inhabitant","0.5",""
"2011","Spain","Private non-profit sector","Million units of national currency","23.517",""
"2011","Spain","Private non-profit sector","Million purchasing power standards (PPS)","24.844",""
"2011","Spain","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","23.56",""
"2011","France","All sectors","Million euro","45,111.514",""
"2011","France","All sectors","Euro per inhabitant","694.3",""
"2011","France","All sectors","Million units of national currency","45,111.514",""
"2011","France","All sectors","Million purchasing power standards (PPS)","40,451.501",""
"2011","France","All sectors","Million purchasing power standards (PPS) at 2005 prices","38,211.474",""
"2011","France","Business enterprise sector","Million euro","28,850.6",""
"2011","France","Business enterprise sector","Euro per inhabitant","444",""
"2011","France","Business enterprise sector","Million units of national currency","28,850.6",""
"2011","France","Business enterprise sector","Million purchasing power standards (PPS)","25,870.337",""
"2011","France","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","24,437.751",""
"2011","France","Government sector","Million euro","6,248.99",""
"2011","France","Government sector","Euro per inhabitant","96.2",""
"2011","France","Government sector","Million units of national currency","6,248.99",""
